List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,100.0%,26.7%
r10,60.0%,20.0%
r21,75.0%,0.0%
r34,60.0%,54.3%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,6.7%,3.3%
r13,45.7%,40.0%
r6,97.1%,97.1%
r29,13.5%,86.5%
r3,73.3%,73.3%
r24,5.0%,5.0%
r32,100.0%,100.0%
r16,26.7%,26.7%
r28,75.6%,24.4%
r25,3.3%,13.3%
r23,5.6%,5.6%
r18,13.3%,30.0%
r11,8.9%,20.0%
r27,96.0%,96.0%
r5,25.0%,15.0%
r17,0.0%,43.3%
r19,0.0%,0.0%
r8,0.0%,0.0%
r1,76.7%,0.0%
r30,43.3%,43.3%
r22,19.0%,14.3%
r26,20.0%,13.3%
r9,0.0%,0.0%
r14,66.7%,37.8%
r2,50.0%,47.5%
r20,20.0%,0.0%
r15,0.0%,30.0%
Total,38.8%,35.1%
