List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,26.7%,73.3%
r10,40.0%,40.0%
r21,75.0%,75.0%
r34,20.0%,20.0%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,94.3%,40.0%
r6,91.4%,5.7%
r29,100.0%,100.0%
r3,6.7%,13.3%
r24,2.5%,25.0%
r32,0.0%,96.7%
r16,43.3%,40.0%
r28,57.8%,57.8%
r25,83.3%,83.3%
r23,22.2%,22.2%
r18,6.7%,13.3%
r11,73.3%,22.2%
r27,96.0%,96.0%
r5,7.5%,50.0%
r17,13.3%,23.3%
r19,0.0%,0.0%
r8,0.0%,80.0%
r1,0.0%,0.0%
r30,0.0%,20.0%
r22,9.5%,2.4%
r26,60.0%,60.0%
r9,100.0%,100.0%
r14,57.8%,0.0%
r2,10.0%,62.5%
r20,5.0%,72.5%
r15,93.3%,90.0%
Total,41.9%,46.8%
