List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,100.0%
r10,20.0%,0.0%
r21,0.0%,0.0%
r34,68.6%,31.4%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,42.9%,48.6%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,80.0%
r24,5.0%,25.0%
r32,100.0%,100.0%
r16,10.0%,36.7%
r28,42.2%,57.8%
r25,0.0%,46.7%
r23,0.0%,0.0%
r18,6.7%,23.3%
r11,8.9%,11.1%
r27,100.0%,100.0%
r5,27.5%,27.5%
r17,0.0%,10.0%
r19,0.0%,0.0%
r8,90.0%,0.0%
r1,16.7%,70.0%
r30,6.7%,6.7%
r22,7.1%,2.4%
r26,0.0%,26.7%
r9,0.0%,40.9%
r14,55.6%,0.0%
r2,50.0%,0.0%
r20,7.5%,67.5%
r15,0.0%,26.7%
Total,34.3%,37.2%
