List,gaussian_mixture,kmeans
r31,66.7%,66.7%
r7,0.0%,100.0%
r10,20.0%,0.0%
r21,0.0%,0.0%
r34,0.0%,31.4%
r4,60.0%,10.0%
r33,0.0%,0.0%
r12,3.3%,40.0%
r13,48.6%,48.6%
r6,97.1%,0.0%
r29,13.5%,13.5%
r3,0.0%,0.0%
r24,2.5%,5.0%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,24.4%,24.4%
r25,6.7%,16.7%
r23,0.0%,0.0%
r18,10.0%,20.0%
r11,17.8%,4.4%
r27,96.0%,96.0%
r5,7.5%,5.0%
r17,3.3%,3.3%
r19,100.0%,100.0%
r8,0.0%,93.3%
r1,0.0%,73.3%
r30,43.3%,43.3%
r22,14.3%,11.9%
r26,13.3%,13.3%
r9,0.0%,22.7%
r14,57.8%,64.4%
r2,47.5%,30.0%
r20,7.5%,10.0%
r15,26.7%,13.3%
Total,24.7%,30.6%
