List,gaussian_mixture,kmeans
r31,66.7%,33.3%
r7,100.0%,100.0%
r10,0.0%,60.0%
r21,0.0%,25.0%
r34,60.0%,57.1%
r4,0.0%,0.0%
r33,0.0%,100.0%
r12,33.3%,3.3%
r13,40.0%,40.0%
r6,0.0%,0.0%
r29,13.5%,13.5%
r3,73.3%,0.0%
r24,2.5%,22.5%
r32,100.0%,0.0%
r16,0.0%,0.0%
r28,24.4%,42.2%
r25,30.0%,6.7%
r23,22.2%,0.0%
r18,3.3%,3.3%
r11,15.6%,13.3%
r27,100.0%,100.0%
r5,27.5%,25.0%
r17,0.0%,0.0%
r19,100.0%,100.0%
r8,90.0%,96.7%
r1,0.0%,73.3%
r30,36.7%,10.0%
r22,14.3%,4.8%
r26,20.0%,13.3%
r9,0.0%,31.8%
r14,62.2%,44.4%
r2,20.0%,7.5%
r20,0.0%,40.0%
r15,0.0%,0.0%
Total,29.6%,30.7%
