List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,76.7%,76.7%
r10,0.0%,40.0%
r21,0.0%,100.0%
r34,28.6%,34.3%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,6.7%,6.7%
r13,42.9%,40.0%
r6,42.9%,40.0%
r29,38.5%,38.5%
r3,13.3%,6.7%
r24,12.5%,17.5%
r32,96.7%,96.7%
r16,36.7%,33.3%
r28,75.6%,75.6%
r25,83.3%,83.3%
r23,5.6%,16.7%
r18,6.7%,20.0%
r11,22.2%,22.2%
r27,0.0%,96.0%
r5,25.0%,25.0%
r17,10.0%,13.3%
r19,0.0%,0.0%
r8,83.3%,86.7%
r1,70.0%,70.0%
r30,3.3%,3.3%
r22,9.5%,9.5%
r26,0.0%,60.0%
r9,100.0%,100.0%
r14,40.0%,15.6%
r2,55.0%,42.5%
r20,20.0%,47.5%
r15,43.3%,0.0%
Total,38.7%,42.0%
