List,gaussian_mixture,kmeans
r31,83.3%,33.3%
r7,0.0%,0.0%
r10,40.0%,20.0%
r21,0.0%,0.0%
r34,57.1%,62.9%
r4,0.0%,0.0%
r33,0.0%,100.0%
r12,40.0%,40.0%
r13,42.9%,45.7%
r6,97.1%,97.1%
r29,13.5%,86.5%
r3,80.0%,66.7%
r24,2.5%,20.0%
r32,100.0%,100.0%
r16,53.3%,50.0%
r28,24.4%,75.6%
r25,3.3%,50.0%
r23,0.0%,0.0%
r18,20.0%,23.3%
r11,17.8%,28.9%
r27,100.0%,4.0%
r5,27.5%,25.0%
r17,53.3%,46.7%
r19,0.0%,0.0%
r8,86.7%,83.3%
r1,16.7%,70.0%
r30,40.0%,0.0%
r22,0.0%,2.4%
r26,33.3%,53.3%
r9,4.5%,59.1%
r14,42.2%,6.7%
r2,47.5%,0.0%
r20,47.5%,40.0%
r15,26.7%,26.7%
Total,34.6%,41.9%
