List,gaussian_mixture,kmeans
r31,16.7%,66.7%
r7,0.0%,100.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,54.3%,60.0%
r4,0.0%,10.0%
r33,0.0%,0.0%
r12,36.7%,36.7%
r13,8.6%,37.1%
r6,97.1%,0.0%
r29,13.5%,86.5%
r3,80.0%,73.3%
r24,5.0%,5.0%
r32,100.0%,100.0%
r16,0.0%,80.0%
r28,24.4%,24.4%
r25,30.0%,40.0%
r23,0.0%,0.0%
r18,20.0%,3.3%
r11,20.0%,17.8%
r27,100.0%,96.0%
r5,25.0%,7.5%
r17,56.7%,0.0%
r19,100.0%,0.0%
r8,0.0%,0.0%
r1,0.0%,70.0%
r30,0.0%,36.7%
r22,2.4%,19.0%
r26,20.0%,6.7%
r9,0.0%,27.3%
r14,62.2%,55.6%
r2,45.0%,47.5%
r20,22.5%,32.5%
r15,0.0%,26.7%
Total,28.2%,36.3%
