List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,76.7%
r10,0.0%,40.0%
r21,0.0%,0.0%
r34,62.9%,62.9%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,42.9%,42.9%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,0.0%,0.0%
r24,5.0%,15.0%
r32,100.0%,100.0%
r16,43.3%,73.3%
r28,33.3%,75.6%
r25,80.0%,3.3%
r23,0.0%,0.0%
r18,6.7%,20.0%
r11,15.6%,15.6%
r27,100.0%,96.0%
r5,20.0%,15.0%
r17,53.3%,16.7%
r19,0.0%,100.0%
r8,86.7%,0.0%
r1,16.7%,70.0%
r30,46.7%,46.7%
r22,11.9%,16.7%
r26,0.0%,0.0%
r9,50.0%,0.0%
r14,68.9%,42.2%
r2,27.5%,45.0%
r20,42.5%,65.0%
r15,26.7%,26.7%
Total,41.9%,42.2%
