List,gaussian_mixture,kmeans
r31,0.0%,33.3%
r7,0.0%,0.0%
r10,20.0%,0.0%
r21,0.0%,0.0%
r34,68.6%,57.1%
r4,0.0%,60.0%
r33,100.0%,100.0%
r12,6.7%,36.7%
r13,31.4%,11.4%
r6,97.1%,97.1%
r29,13.5%,86.5%
r3,73.3%,6.7%
r24,22.5%,25.0%
r32,100.0%,100.0%
r16,0.0%,10.0%
r28,33.3%,0.0%
r25,30.0%,13.3%
r23,5.6%,5.6%
r18,13.3%,20.0%
r11,6.7%,22.2%
r27,96.0%,96.0%
r5,25.0%,7.5%
r17,20.0%,6.7%
r19,0.0%,0.0%
r8,0.0%,0.0%
r1,53.3%,6.7%
r30,43.3%,10.0%
r22,2.4%,4.8%
r26,33.3%,0.0%
r9,0.0%,0.0%
r14,60.0%,53.3%
r2,0.0%,32.5%
r20,25.0%,27.5%
r15,0.0%,26.7%
Total,30.8%,31.4%
