List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,73.3%,73.3%
r10,40.0%,0.0%
r21,0.0%,0.0%
r34,60.0%,22.9%
r4,10.0%,10.0%
r33,0.0%,100.0%
r12,0.0%,6.7%
r13,54.3%,40.0%
r6,31.4%,51.4%
r29,100.0%,100.0%
r3,6.7%,13.3%
r24,2.5%,2.5%
r32,96.7%,100.0%
r16,3.3%,3.3%
r28,33.3%,33.3%
r25,76.7%,80.0%
r23,11.1%,0.0%
r18,10.0%,10.0%
r11,73.3%,73.3%
r27,0.0%,0.0%
r5,25.0%,25.0%
r17,36.7%,36.7%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,73.3%,73.3%
r30,20.0%,3.3%
r22,19.0%,4.8%
r26,0.0%,0.0%
r9,95.5%,95.5%
r14,15.6%,15.6%
r2,0.0%,60.0%
r20,0.0%,72.5%
r15,0.0%,30.0%
Total,34.5%,42.1%
