List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,76.7%
r10,40.0%,40.0%
r21,25.0%,75.0%
r34,5.7%,5.7%
r4,10.0%,10.0%
r33,0.0%,100.0%
r12,10.0%,40.0%
r13,48.6%,40.0%
r6,20.0%,71.4%
r29,36.5%,36.5%
r3,20.0%,6.7%
r24,7.5%,15.0%
r32,96.7%,96.7%
r16,36.7%,36.7%
r28,75.6%,42.2%
r25,83.3%,83.3%
r23,11.1%,11.1%
r18,20.0%,20.0%
r11,22.2%,24.4%
r27,4.0%,4.0%
r5,15.0%,40.0%
r17,3.3%,10.0%
r19,0.0%,0.0%
r8,3.3%,80.0%
r1,70.0%,70.0%
r30,30.0%,30.0%
r22,2.4%,7.1%
r26,60.0%,0.0%
r9,100.0%,100.0%
r14,42.2%,4.4%
r2,30.0%,25.0%
r20,47.5%,47.5%
r15,0.0%,0.0%
Total,32.0%,37.9%
