List,gaussian_mixture,kmeans
r31,0.0%,50.0%
r7,0.0%,0.0%
r10,20.0%,20.0%
r21,0.0%,0.0%
r34,68.6%,57.1%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,0.0%,36.7%
r13,37.1%,31.4%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,20.0%,2.5%
r32,100.0%,100.0%
r16,46.7%,0.0%
r28,33.3%,0.0%
r25,30.0%,40.0%
r23,0.0%,0.0%
r18,10.0%,3.3%
r11,6.7%,15.6%
r27,0.0%,96.0%
r5,25.0%,25.0%
r17,23.3%,50.0%
r19,0.0%,0.0%
r8,0.0%,0.0%
r1,53.3%,70.0%
r30,43.3%,13.3%
r22,2.4%,2.4%
r26,0.0%,13.3%
r9,0.0%,9.1%
r14,60.0%,2.2%
r2,10.0%,2.5%
r20,27.5%,30.0%
r15,0.0%,0.0%
Total,29.7%,27.7%
