List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,100.0%,100.0%
r10,40.0%,40.0%
r21,75.0%,25.0%
r34,2.9%,8.6%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,43.3%,16.7%
r13,94.3%,94.3%
r6,97.1%,97.1%
r29,100.0%,100.0%
r3,6.7%,6.7%
r24,7.5%,17.5%
r32,0.0%,0.0%
r16,3.3%,46.7%
r28,57.8%,42.2%
r25,83.3%,83.3%
r23,5.6%,5.6%
r18,6.7%,20.0%
r11,0.0%,0.0%
r27,0.0%,96.0%
r5,55.0%,55.0%
r17,40.0%,40.0%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,0.0%,0.0%
r30,3.3%,20.0%
r22,14.3%,19.0%
r26,0.0%,40.0%
r9,100.0%,0.0%
r14,17.8%,6.7%
r2,5.0%,32.5%
r20,20.0%,20.0%
r15,0.0%,0.0%
Total,37.1%,39.6%
