List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,76.7%
r10,0.0%,0.0%
r21,25.0%,75.0%
r34,28.6%,8.6%
r4,10.0%,10.0%
r33,0.0%,100.0%
r12,10.0%,26.7%
r13,51.4%,40.0%
r6,25.7%,45.7%
r29,46.2%,11.5%
r3,6.7%,6.7%
r24,15.0%,17.5%
r32,96.7%,96.7%
r16,36.7%,36.7%
r28,75.6%,75.6%
r25,83.3%,6.7%
r23,16.7%,11.1%
r18,23.3%,23.3%
r11,22.2%,24.4%
r27,100.0%,4.0%
r5,30.0%,27.5%
r17,3.3%,0.0%
r19,0.0%,0.0%
r8,83.3%,83.3%
r1,3.3%,70.0%
r30,6.7%,20.0%
r22,11.9%,4.8%
r26,40.0%,60.0%
r9,100.0%,100.0%
r14,33.3%,6.7%
r2,25.0%,42.5%
r20,75.0%,0.0%
r15,0.0%,80.0%
Total,37.0%,35.7%
