List,gaussian_mixture,kmeans
r31,16.7%,0.0%
r7,73.3%,73.3%
r10,0.0%,40.0%
r21,0.0%,0.0%
r34,62.9%,65.7%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,54.3%,94.3%
r6,40.0%,40.0%
r29,7.7%,86.5%
r3,6.7%,0.0%
r24,15.0%,20.0%
r32,96.7%,100.0%
r16,6.7%,3.3%
r28,42.2%,42.2%
r25,80.0%,0.0%
r23,11.1%,0.0%
r18,13.3%,20.0%
r11,73.3%,73.3%
r27,4.0%,4.0%
r5,12.5%,17.5%
r17,0.0%,33.3%
r19,0.0%,0.0%
r8,80.0%,43.3%
r1,96.7%,96.7%
r30,0.0%,53.3%
r22,2.4%,2.4%
r26,0.0%,0.0%
r9,95.5%,95.5%
r14,31.1%,42.2%
r2,32.5%,0.0%
r20,20.0%,72.5%
r15,3.3%,80.0%
Total,36.6%,45.3%
