List,gaussian_mixture,kmeans
r31,50.0%,33.3%
r7,0.0%,0.0%
r10,0.0%,20.0%
r21,75.0%,0.0%
r34,31.4%,62.9%
r4,40.0%,30.0%
r33,100.0%,0.0%
r12,6.7%,33.3%
r13,40.0%,37.1%
r6,97.1%,97.1%
r29,86.5%,13.5%
r3,6.7%,73.3%
r24,2.5%,5.0%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,75.6%,0.0%
r25,6.7%,30.0%
r23,0.0%,0.0%
r18,3.3%,20.0%
r11,2.2%,15.6%
r27,100.0%,96.0%
r5,55.0%,5.0%
r17,0.0%,0.0%
r19,0.0%,0.0%
r8,0.0%,93.3%
r1,66.7%,6.7%
r30,36.7%,23.3%
r22,7.1%,9.5%
r26,53.3%,26.7%
r9,0.0%,4.5%
r14,64.4%,64.4%
r2,30.0%,17.5%
r20,22.5%,37.5%
r15,0.0%,0.0%
Total,36.3%,28.0%
