List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,76.7%
r10,60.0%,80.0%
r21,75.0%,75.0%
r34,5.7%,14.3%
r4,10.0%,10.0%
r33,0.0%,100.0%
r12,26.7%,40.0%
r13,94.3%,94.3%
r6,91.4%,91.4%
r29,100.0%,100.0%
r3,6.7%,6.7%
r24,2.5%,7.5%
r32,0.0%,0.0%
r16,46.7%,46.7%
r28,42.2%,42.2%
r25,83.3%,83.3%
r23,5.6%,5.6%
r18,6.7%,20.0%
r11,73.3%,73.3%
r27,96.0%,96.0%
r5,25.0%,55.0%
r17,10.0%,36.7%
r19,0.0%,0.0%
r8,83.3%,83.3%
r1,0.0%,3.3%
r30,13.3%,10.0%
r22,9.5%,9.5%
r26,40.0%,40.0%
r9,100.0%,0.0%
r14,64.4%,17.8%
r2,32.5%,32.5%
r20,72.5%,0.0%
r15,0.0%,0.0%
Total,42.5%,42.2%
