List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,73.3%,26.7%
r10,60.0%,40.0%
r21,0.0%,0.0%
r34,22.9%,60.0%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,10.0%,6.7%
r13,94.3%,40.0%
r6,51.4%,37.1%
r29,86.5%,0.0%
r3,6.7%,6.7%
r24,40.0%,10.0%
r32,100.0%,100.0%
r16,0.0%,6.7%
r28,42.2%,33.3%
r25,76.7%,70.0%
r23,0.0%,11.1%
r18,10.0%,20.0%
r11,4.4%,73.3%
r27,4.0%,96.0%
r5,12.5%,25.0%
r17,10.0%,6.7%
r19,17.6%,0.0%
r8,3.3%,36.7%
r1,93.3%,73.3%
r30,13.3%,30.0%
r22,2.4%,4.8%
r26,0.0%,0.0%
r9,95.5%,95.5%
r14,6.7%,6.7%
r2,35.0%,35.0%
r20,72.5%,72.5%
r15,40.0%,0.0%
Total,38.7%,35.8%
