List,gaussian_mixture,kmeans
r31,50.0%,50.0%
r7,0.0%,0.0%
r10,20.0%,20.0%
r21,75.0%,0.0%
r34,2.9%,60.0%
r4,0.0%,20.0%
r33,0.0%,100.0%
r12,40.0%,0.0%
r13,42.9%,11.4%
r6,97.1%,97.1%
r29,13.5%,86.5%
r3,0.0%,6.7%
r24,2.5%,7.5%
r32,100.0%,0.0%
r16,10.0%,46.7%
r28,75.6%,75.6%
r25,3.3%,30.0%
r23,0.0%,0.0%
r18,20.0%,20.0%
r11,8.9%,28.9%
r27,96.0%,0.0%
r5,2.5%,5.0%
r17,0.0%,6.7%
r19,100.0%,100.0%
r8,93.3%,0.0%
r1,76.7%,63.3%
r30,33.3%,33.3%
r22,7.1%,9.5%
r26,13.3%,0.0%
r9,0.0%,0.0%
r14,55.6%,31.1%
r2,45.0%,45.0%
r20,20.0%,22.5%
r15,30.0%,26.7%
Total,32.6%,32.8%
