List,dec
text+button,16.7%
popup_with_access,6.7%
text_only,26.7%
open_with,2.2%
text_empty,10.0%
share_with,94.2%
list+on_off,5.7%
advertisement+button,72.5%
image_list,2.2%
popup_date,0.0%
movie,63.3%
menu_list,82.9%
translate_with_sound,0.0%
IME,0.0%
dialer,6.7%
translate,92.0%
image_view,17.5%
location_selection,0.0%
continue_as_name,0.0%
popup_with_full_screen,20.0%
pinpoint_location,76.7%
popup_with_continue_as_name,2.9%
list,27.5%
camera,2.5%
picture,0.0%
popup,6.7%
navigation_menu,26.7%
input_form,3.3%
select_dialog,3.3%
calendar,90.0%
text_image,6.7%
continue_button,2.4%
theme,0.0%
homescreen,0.0%
Total,26.6%
