List,dec
r31,0.0%
r7,0.0%
r10,20.0%
r21,0.0%
r34,74.3%
r4,10.0%
r33,0.0%
r12,3.3%
r13,0.0%
r6,97.1%
r29,88.5%
r3,13.3%
r24,5.0%
r32,3.3%
r16,6.7%
r28,17.8%
r25,3.3%
r23,11.1%
r18,26.7%
r11,42.2%
r27,0.0%
r5,52.5%
r17,10.0%
r19,29.4%
r8,0.0%
r1,6.7%
r30,13.3%
r22,23.8%
r26,60.0%
r9,18.2%
r14,4.4%
r2,0.0%
r20,0.0%
r15,20.0%
Total,22.0%
