List,dec
r31,0.0%
r7,0.0%
r10,20.0%
r21,75.0%
r34,11.4%
r4,0.0%
r33,100.0%
r12,13.3%
r13,0.0%
r6,97.1%
r29,0.0%
r3,80.0%
r24,2.5%
r32,100.0%
r16,23.3%
r28,100.0%
r25,26.7%
r23,16.7%
r18,3.3%
r11,2.2%
r27,96.0%
r5,20.0%
r17,10.0%
r19,94.1%
r8,6.7%
r1,0.0%
r30,53.3%
r22,7.1%
r26,20.0%
r9,4.5%
r14,2.2%
r2,5.0%
r20,22.5%
r15,33.3%
Total,29.0%
