List,dec
text+button,5.6%
popup_with_access,80.0%
text_only,6.7%
open_with,0.0%
text_empty,20.0%
share_with,84.6%
list+on_off,91.4%
advertisement+button,72.5%
image_list,26.7%
popup_date,16.7%
movie,3.3%
menu_list,37.1%
translate_with_sound,100.0%
IME,0.0%
dialer,6.7%
translate,92.0%
image_view,5.0%
location_selection,76.7%
continue_as_name,75.0%
popup_with_full_screen,40.0%
pinpoint_location,3.3%
popup_with_continue_as_name,80.0%
list,10.0%
camera,90.0%
picture,53.3%
popup,3.3%
navigation_menu,2.2%
input_form,13.3%
select_dialog,0.0%
calendar,0.0%
text_image,6.7%
continue_button,11.9%
theme,0.0%
homescreen,0.0%
Total,34.1%
