List,dec
text+button,16.7%
popup_with_access,80.0%
text_only,23.3%
open_with,2.2%
text_empty,3.3%
share_with,1.9%
list+on_off,71.4%
advertisement+button,85.0%
image_list,66.7%
popup_date,0.0%
movie,6.7%
menu_list,82.9%
translate_with_sound,0.0%
IME,10.0%
dialer,6.7%
translate,92.0%
image_view,7.5%
location_selection,0.0%
continue_as_name,75.0%
popup_with_full_screen,17.1%
pinpoint_location,76.7%
popup_with_continue_as_name,74.3%
list,12.5%
camera,57.5%
picture,0.0%
popup,16.7%
navigation_menu,4.4%
input_form,3.3%
select_dialog,53.3%
calendar,3.3%
text_image,3.3%
continue_button,9.5%
theme,0.0%
homescreen,0.0%
Total,30.4%
