List,dec
c12,0.0%
c13,54.3%
c18,0.0%
c21,7.9%
c6,0.0%
c3,0.0%
c1,0.0%
c23,2.6%
c5,25.0%
c17,20.0%
c11,88.9%
c2,2.5%
c7,0.0%
c16,6.7%
c15,63.3%
c10,0.0%
c20,2.6%
c14,0.0%
c9,0.0%
c19,82.4%
c22,48.6%
c8,86.7%
c4,0.0%
Total,22.9%
