List,dec
text+button,16.7%
popup_with_access,40.0%
text_only,6.7%
open_with,2.2%
text_empty,6.7%
share_with,94.2%
list+on_off,85.7%
advertisement+button,67.5%
image_list,17.8%
popup_date,16.7%
movie,33.3%
menu_list,0.0%
translate_with_sound,0.0%
IME,10.0%
dialer,20.0%
translate,96.0%
image_view,5.0%
location_selection,76.7%
continue_as_name,75.0%
popup_with_full_screen,2.9%
pinpoint_location,3.3%
popup_with_continue_as_name,2.9%
list,5.0%
camera,57.5%
picture,40.0%
popup,13.3%
navigation_menu,28.9%
input_form,6.7%
select_dialog,13.3%
calendar,0.0%
text_image,10.0%
continue_button,7.1%
theme,77.3%
homescreen,0.0%
Total,28.4%
