List,dec
text+button,11.1%
popup_with_access,0.0%
text_only,10.0%
open_with,4.4%
text_empty,6.7%
share_with,94.2%
list+on_off,0.0%
advertisement+button,92.5%
image_list,26.7%
popup_date,50.0%
movie,43.3%
menu_list,2.9%
translate_with_sound,0.0%
IME,10.0%
dialer,6.7%
translate,92.0%
image_view,2.5%
location_selection,0.0%
continue_as_name,75.0%
popup_with_full_screen,2.9%
pinpoint_location,0.0%
popup_with_continue_as_name,0.0%
list,0.0%
camera,35.0%
picture,6.7%
popup,10.0%
navigation_menu,24.4%
input_form,3.3%
select_dialog,3.3%
calendar,86.7%
text_image,6.7%
continue_button,2.4%
theme,77.3%
homescreen,20.0%
Total,23.5%
