List,dec
text+button,5.6%
popup_with_access,3.3%
text_only,13.3%
open_with,64.4%
text_empty,10.0%
share_with,57.7%
list+on_off,40.0%
advertisement+button,85.0%
image_list,44.4%
popup_date,16.7%
movie,63.3%
menu_list,82.9%
translate_with_sound,58.8%
IME,30.0%
dialer,6.7%
translate,4.0%
image_view,12.5%
location_selection,76.7%
continue_as_name,75.0%
popup_with_full_screen,20.0%
pinpoint_location,76.7%
popup_with_continue_as_name,5.7%
list,57.5%
camera,0.0%
picture,0.0%
popup,16.7%
navigation_menu,8.9%
input_form,0.0%
select_dialog,53.3%
calendar,90.0%
text_image,10.0%
continue_button,7.1%
theme,4.5%
homescreen,0.0%
Total,34.8%
