List,dec
text+button,22.2%
popup_with_access,80.0%
text_only,23.3%
open_with,2.2%
text_empty,16.7%
share_with,94.2%
list+on_off,68.6%
advertisement+button,60.0%
image_list,2.2%
popup_date,0.0%
movie,63.3%
menu_list,82.9%
translate_with_sound,0.0%
IME,0.0%
dialer,20.0%
translate,92.0%
image_view,17.5%
location_selection,0.0%
continue_as_name,0.0%
popup_with_full_screen,11.4%
pinpoint_location,76.7%
popup_with_continue_as_name,74.3%
list,12.5%
camera,0.0%
picture,6.7%
popup,3.3%
navigation_menu,8.9%
input_form,3.3%
select_dialog,53.3%
calendar,3.3%
text_image,6.7%
continue_button,11.9%
theme,0.0%
homescreen,0.0%
Total,30.9%
