List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,0.0%,0.0%
r10,0.0%,0.0%
r21,75.0%,75.0%
r34,22.9%,20.0%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,16.7%,16.7%
r13,91.4%,91.4%
r6,71.4%,71.4%
r29,100.0%,100.0%
r3,0.0%,0.0%
r24,32.5%,30.0%
r32,0.0%,0.0%
r16,40.0%,33.3%
r28,71.1%,97.8%
r25,83.3%,83.3%
r23,0.0%,0.0%
r18,0.0%,16.7%
r11,26.7%,24.4%
r27,96.0%,96.0%
r5,0.0%,0.0%
r17,13.3%,0.0%
r19,0.0%,0.0%
r8,83.3%,76.7%
r1,73.3%,3.3%
r30,13.3%,6.7%
r22,28.6%,4.8%
r26,0.0%,0.0%
r9,100.0%,100.0%
r14,42.2%,22.2%
r2,32.5%,60.0%
r20,47.5%,35.0%
r15,23.3%,56.7%
Total,42.8%,40.8%
