List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,76.7%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,48.6%,20.0%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,0.0%,20.0%
r13,97.1%,97.1%
r6,91.4%,91.4%
r29,94.2%,94.2%
r3,0.0%,0.0%
r24,22.5%,22.5%
r32,100.0%,100.0%
r16,40.0%,40.0%
r28,68.9%,42.2%
r25,83.3%,83.3%
r23,27.8%,27.8%
r18,40.0%,40.0%
r11,31.1%,17.8%
r27,0.0%,96.0%
r5,0.0%,0.0%
r17,0.0%,0.0%
r19,0.0%,0.0%
r8,76.7%,76.7%
r1,76.7%,86.7%
r30,33.3%,0.0%
r22,21.4%,21.4%
r26,0.0%,0.0%
r9,100.0%,100.0%
r14,11.1%,20.0%
r2,62.5%,60.0%
r20,45.0%,45.0%
r15,16.7%,0.0%
Total,46.8%,46.1%
