List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,76.7%
r10,0.0%,0.0%
r21,75.0%,75.0%
r34,42.9%,20.0%
r4,0.0%,20.0%
r33,100.0%,100.0%
r12,0.0%,0.0%
r13,91.4%,42.9%
r6,91.4%,71.4%
r29,94.2%,94.2%
r3,13.3%,0.0%
r24,2.5%,0.0%
r32,0.0%,0.0%
r16,43.3%,43.3%
r28,100.0%,73.3%
r25,83.3%,83.3%
r23,0.0%,0.0%
r18,0.0%,3.3%
r11,24.4%,24.4%
r27,100.0%,0.0%
r5,20.0%,32.5%
r17,6.7%,16.7%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,0.0%,0.0%
r30,3.3%,33.3%
r22,9.5%,2.4%
r26,0.0%,0.0%
r9,0.0%,100.0%
r14,22.2%,31.1%
r2,32.5%,22.5%
r20,55.0%,92.5%
r15,16.7%,0.0%
Total,40.3%,38.0%
