List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,0.0%,0.0%
r10,0.0%,0.0%
r21,75.0%,75.0%
r34,31.4%,20.0%
r4,0.0%,0.0%
r33,0.0%,100.0%
r12,0.0%,0.0%
r13,91.4%,91.4%
r6,91.4%,94.3%
r29,100.0%,100.0%
r3,0.0%,0.0%
r24,15.0%,25.0%
r32,100.0%,100.0%
r16,46.7%,46.7%
r28,100.0%,100.0%
r25,83.3%,83.3%
r23,0.0%,0.0%
r18,6.7%,0.0%
r11,42.2%,31.1%
r27,96.0%,96.0%
r5,35.0%,35.0%
r17,20.0%,0.0%
r19,0.0%,0.0%
r8,0.0%,0.0%
r1,70.0%,70.0%
r30,0.0%,16.7%
r22,7.1%,0.0%
r26,60.0%,60.0%
r9,100.0%,100.0%
r14,15.6%,46.7%
r2,95.0%,95.0%
r20,50.0%,50.0%
r15,80.0%,26.7%
Total,46.2%,48.5%
