List,gaussian_mixture,kmeans
r31,100.0%,100.0%
r7,76.7%,76.7%
r10,0.0%,0.0%
r21,75.0%,75.0%
r34,0.0%,28.6%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,97.1%,97.1%
r6,0.0%,0.0%
r29,94.2%,84.6%
r3,0.0%,0.0%
r24,5.0%,30.0%
r32,80.0%,80.0%
r16,40.0%,40.0%
r28,88.9%,91.1%
r25,83.3%,83.3%
r23,0.0%,0.0%
r18,33.3%,30.0%
r11,73.3%,22.2%
r27,100.0%,96.0%
r5,0.0%,0.0%
r17,13.3%,0.0%
r19,0.0%,0.0%
r8,76.7%,76.7%
r1,66.7%,66.7%
r30,3.3%,0.0%
r22,0.0%,16.7%
r26,40.0%,0.0%
r9,0.0%,100.0%
r14,0.0%,0.0%
r2,52.5%,32.5%
r20,12.5%,47.5%
r15,36.7%,56.7%
Total,42.7%,44.8%
