List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,0.0%,76.7%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,17.1%,17.1%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,97.1%,97.1%
r6,91.4%,94.3%
r29,90.4%,94.2%
r3,0.0%,0.0%
r24,15.0%,15.0%
r32,100.0%,100.0%
r16,33.3%,36.7%
r28,46.7%,53.3%
r25,83.3%,83.3%
r23,11.1%,0.0%
r18,13.3%,16.7%
r11,26.7%,26.7%
r27,96.0%,96.0%
r5,0.0%,0.0%
r17,0.0%,0.0%
r19,0.0%,0.0%
r8,80.0%,83.3%
r1,66.7%,0.0%
r30,26.7%,36.7%
r22,9.5%,19.0%
r26,0.0%,40.0%
r9,100.0%,100.0%
r14,26.7%,31.1%
r2,52.5%,52.5%
r20,0.0%,0.0%
r15,0.0%,23.3%
Total,41.1%,44.3%
