List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,23.3%,23.3%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,22.9%,20.0%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,0.0%,20.0%
r13,91.4%,97.1%
r6,20.0%,40.0%
r29,94.2%,94.2%
r3,13.3%,0.0%
r24,0.0%,15.0%
r32,80.0%,80.0%
r16,26.7%,26.7%
r28,88.9%,88.9%
r25,83.3%,83.3%
r23,0.0%,0.0%
r18,30.0%,0.0%
r11,22.2%,17.8%
r27,96.0%,96.0%
r5,0.0%,2.5%
r17,0.0%,20.0%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,70.0%,70.0%
r30,6.7%,0.0%
r22,4.8%,0.0%
r26,0.0%,0.0%
r9,100.0%,100.0%
r14,40.0%,24.4%
r2,52.5%,0.0%
r20,47.5%,12.5%
r15,56.7%,56.7%
Total,42.6%,39.4%
