List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,0.0%,0.0%
r10,0.0%,0.0%
r21,75.0%,75.0%
r34,0.0%,0.0%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,77.1%,91.4%
r6,71.4%,71.4%
r29,94.2%,59.6%
r3,0.0%,0.0%
r24,12.5%,12.5%
r32,100.0%,100.0%
r16,50.0%,46.7%
r28,71.1%,71.1%
r25,83.3%,83.3%
r23,0.0%,11.1%
r18,23.3%,20.0%
r11,55.6%,55.6%
r27,96.0%,96.0%
r5,30.0%,30.0%
r17,30.0%,26.7%
r19,0.0%,0.0%
r8,73.3%,73.3%
r1,73.3%,73.3%
r30,6.7%,0.0%
r22,0.0%,0.0%
r26,40.0%,0.0%
r9,0.0%,0.0%
r14,0.0%,2.2%
r2,62.5%,32.5%
r20,70.0%,70.0%
r15,0.0%,70.0%
Total,44.3%,43.1%
