List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,0.0%
r10,0.0%,0.0%
r21,75.0%,0.0%
r34,28.6%,14.3%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,46.7%,0.0%
r13,97.1%,97.1%
r6,0.0%,0.0%
r29,94.2%,94.2%
r3,0.0%,0.0%
r24,0.0%,0.0%
r32,0.0%,100.0%
r16,40.0%,50.0%
r28,100.0%,100.0%
r25,83.3%,83.3%
r23,0.0%,22.2%
r18,20.0%,20.0%
r11,31.1%,31.1%
r27,96.0%,96.0%
r5,0.0%,25.0%
r17,16.7%,16.7%
r19,0.0%,0.0%
r8,76.7%,76.7%
r1,70.0%,70.0%
r30,30.0%,0.0%
r22,7.1%,4.8%
r26,0.0%,40.0%
r9,100.0%,100.0%
r14,6.7%,26.7%
r2,37.5%,37.5%
r20,20.0%,75.0%
r15,30.0%,26.7%
Total,41.5%,44.0%
