List,dec
text+button,0.0%
popup_with_access,53.3%
text_only,3.3%
open_with,57.8%
text_empty,6.7%
share_with,94.2%
list+on_off,94.3%
advertisement+button,85.0%
image_list,2.2%
popup_date,33.3%
movie,63.3%
menu_list,2.9%
translate_with_sound,0.0%
IME,30.0%
dialer,6.7%
translate,92.0%
image_view,2.5%
location_selection,3.3%
continue_as_name,25.0%
popup_with_full_screen,28.6%
pinpoint_location,76.7%
popup_with_continue_as_name,82.9%
list,7.5%
camera,57.5%
picture,0.0%
popup,16.7%
navigation_menu,4.4%
input_form,6.7%
select_dialog,13.3%
calendar,50.0%
text_image,3.3%
continue_button,2.4%
theme,0.0%
homescreen,0.0%
Total,33.3%
