List,dec
text+button,0.0%
popup_with_access,80.0%
text_only,16.7%
open_with,0.0%
text_empty,20.0%
share_with,94.2%
list+on_off,91.4%
advertisement+button,60.0%
image_list,28.9%
popup_date,16.7%
movie,40.0%
menu_list,40.0%
translate_with_sound,0.0%
IME,0.0%
dialer,6.7%
translate,92.0%
image_view,7.5%
location_selection,3.3%
continue_as_name,75.0%
popup_with_full_screen,8.6%
pinpoint_location,0.0%
popup_with_continue_as_name,0.0%
list,2.5%
camera,2.5%
picture,93.3%
popup,3.3%
navigation_menu,22.2%
input_form,33.3%
select_dialog,0.0%
calendar,0.0%
text_image,3.3%
continue_button,9.5%
theme,18.2%
homescreen,20.0%
Total,26.4%
