List,dec
text+button,0.0%
popup_with_access,86.7%
text_only,50.0%
open_with,0.0%
text_empty,26.7%
share_with,84.6%
list+on_off,94.3%
advertisement+button,82.5%
image_list,15.6%
popup_date,0.0%
movie,20.0%
menu_list,85.7%
translate_with_sound,0.0%
IME,0.0%
dialer,0.0%
translate,0.0%
image_view,0.0%
location_selection,20.0%
continue_as_name,75.0%
popup_with_full_screen,0.0%
pinpoint_location,0.0%
popup_with_continue_as_name,0.0%
list,0.0%
camera,57.5%
picture,0.0%
popup,3.3%
navigation_menu,0.0%
input_form,0.0%
select_dialog,13.3%
calendar,0.0%
text_image,10.0%
continue_button,2.4%
theme,0.0%
homescreen,0.0%
Total,24.6%
