List,dec
text+button,22.2%
popup_with_access,3.3%
text_only,3.3%
open_with,2.2%
text_empty,16.7%
share_with,94.2%
list+on_off,71.4%
advertisement+button,60.0%
image_list,66.7%
popup_date,0.0%
movie,63.3%
menu_list,82.9%
translate_with_sound,0.0%
IME,10.0%
dialer,6.7%
translate,92.0%
image_view,7.5%
location_selection,0.0%
continue_as_name,75.0%
popup_with_full_screen,8.6%
pinpoint_location,76.7%
popup_with_continue_as_name,62.9%
list,10.0%
camera,2.5%
picture,0.0%
popup,10.0%
navigation_menu,4.4%
input_form,3.3%
select_dialog,53.3%
calendar,90.0%
text_image,3.3%
continue_button,2.4%
theme,0.0%
homescreen,20.0%
Total,32.7%
