List,dec
text+button,0.0%
popup_with_access,0.0%
text_only,33.3%
open_with,0.0%
text_empty,33.3%
share_with,92.3%
list+on_off,94.3%
advertisement+button,82.5%
image_list,22.2%
popup_date,0.0%
movie,0.0%
menu_list,82.9%
translate_with_sound,0.0%
IME,0.0%
dialer,6.7%
translate,0.0%
image_view,2.5%
location_selection,0.0%
continue_as_name,75.0%
popup_with_full_screen,5.7%
pinpoint_location,80.0%
popup_with_continue_as_name,0.0%
list,0.0%
camera,7.5%
picture,0.0%
popup,6.7%
navigation_menu,35.6%
input_form,0.0%
select_dialog,83.3%
calendar,0.0%
text_image,0.0%
continue_button,4.8%
theme,77.3%
homescreen,0.0%
Total,27.2%
