List,dec
text+button,22.2%
popup_with_access,76.7%
text_only,13.3%
open_with,86.7%
text_empty,20.0%
share_with,1.9%
list+on_off,0.0%
advertisement+button,85.0%
image_list,20.0%
popup_date,0.0%
movie,63.3%
menu_list,0.0%
translate_with_sound,0.0%
IME,0.0%
dialer,0.0%
translate,92.0%
image_view,10.0%
location_selection,0.0%
continue_as_name,0.0%
popup_with_full_screen,8.6%
pinpoint_location,0.0%
popup_with_continue_as_name,2.9%
list,50.0%
camera,47.5%
picture,40.0%
popup,3.3%
navigation_menu,13.3%
input_form,0.0%
select_dialog,86.7%
calendar,86.7%
text_image,0.0%
continue_button,2.4%
theme,0.0%
homescreen,20.0%
Total,27.6%
