List,dec
c12,43.3%
c13,8.6%
c18,10.0%
c21,10.5%
c6,97.1%
c3,73.3%
c1,16.7%
c23,15.8%
c5,7.5%
c17,13.3%
c11,6.7%
c2,47.5%
c7,0.0%
c16,26.7%
c15,36.7%
c10,0.0%
c20,10.5%
c14,53.3%
c9,13.6%
c19,94.1%
c22,97.3%
c8,86.7%
c4,10.0%
Total,33.9%
