List,dec
c12,6.7%
c13,42.9%
c18,0.0%
c21,23.7%
c6,40.0%
c3,6.7%
c1,90.0%
c23,7.9%
c5,22.5%
c17,16.7%
c11,26.7%
c2,60.0%
c7,100.0%
c16,46.7%
c15,56.7%
c10,0.0%
c20,5.3%
c14,35.6%
c9,100.0%
c19,41.2%
c22,97.3%
c8,80.0%
c4,10.0%
Total,41.4%
