List,dec
text+button,11.1%
popup_with_access,3.3%
text_only,3.3%
open_with,0.0%
text_empty,3.3%
share_with,94.2%
list+on_off,0.0%
advertisement+button,92.5%
image_list,40.0%
popup_date,50.0%
movie,20.0%
menu_list,5.7%
translate_with_sound,100.0%
IME,10.0%
dialer,20.0%
translate,0.0%
image_view,7.5%
location_selection,0.0%
continue_as_name,75.0%
popup_with_full_screen,5.7%
pinpoint_location,3.3%
popup_with_continue_as_name,2.9%
list,7.5%
camera,57.5%
picture,0.0%
popup,3.3%
navigation_menu,24.4%
input_form,3.3%
select_dialog,3.3%
calendar,86.7%
text_image,10.0%
continue_button,2.4%
theme,77.3%
homescreen,20.0%
Total,24.2%
