List,dec
text+button,16.7%
popup_with_access,3.3%
text_only,3.3%
open_with,0.0%
text_empty,10.0%
share_with,94.2%
list+on_off,20.0%
advertisement+button,85.0%
image_list,66.7%
popup_date,16.7%
movie,63.3%
menu_list,82.9%
translate_with_sound,0.0%
IME,0.0%
dialer,0.0%
translate,92.0%
image_view,7.5%
location_selection,3.3%
continue_as_name,0.0%
popup_with_full_screen,2.9%
pinpoint_location,76.7%
popup_with_continue_as_name,71.4%
list,27.5%
camera,0.0%
picture,0.0%
popup,6.7%
navigation_menu,4.4%
input_form,0.0%
select_dialog,3.3%
calendar,90.0%
text_image,16.7%
continue_button,11.9%
theme,0.0%
homescreen,20.0%
Total,30.7%
