List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,0.0%,0.0%
r10,0.0%,0.0%
r21,75.0%,75.0%
r34,5.7%,22.9%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,0.0%,0.0%
r13,97.1%,91.4%
r6,91.4%,94.3%
r29,90.4%,90.4%
r3,0.0%,6.7%
r24,10.0%,25.0%
r32,0.0%,0.0%
r16,40.0%,40.0%
r28,100.0%,97.8%
r25,83.3%,83.3%
r23,5.6%,11.1%
r18,3.3%,0.0%
r11,42.2%,42.2%
r27,0.0%,0.0%
r5,10.0%,10.0%
r17,26.7%,26.7%
r19,0.0%,0.0%
r8,6.7%,83.3%
r1,66.7%,66.7%
r30,13.3%,6.7%
r22,11.9%,11.9%
r26,0.0%,0.0%
r9,100.0%,100.0%
r14,13.3%,15.6%
r2,95.0%,95.0%
r20,0.0%,0.0%
r15,0.0%,0.0%
Total,37.2%,40.5%
