List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,23.3%,23.3%
r10,0.0%,0.0%
r21,0.0%,75.0%
r34,28.6%,28.6%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,0.0%,0.0%
r13,97.1%,97.1%
r6,91.4%,91.4%
r29,90.4%,90.4%
r3,0.0%,0.0%
r24,5.0%,5.0%
r32,80.0%,80.0%
r16,56.7%,43.3%
r28,71.1%,95.6%
r25,83.3%,83.3%
r23,0.0%,0.0%
r18,0.0%,26.7%
r11,26.7%,55.6%
r27,96.0%,100.0%
r5,7.5%,0.0%
r17,40.0%,40.0%
r19,0.0%,0.0%
r8,80.0%,0.0%
r1,66.7%,66.7%
r30,30.0%,30.0%
r22,0.0%,0.0%
r26,40.0%,60.0%
r9,100.0%,100.0%
r14,8.9%,13.3%
r2,50.0%,50.0%
r20,42.5%,42.5%
r15,0.0%,0.0%
Total,43.8%,45.1%
