List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,76.7%
r10,0.0%,0.0%
r21,75.0%,0.0%
r34,0.0%,0.0%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,10.0%,10.0%
r13,91.4%,91.4%
r6,91.4%,91.4%
r29,90.4%,82.7%
r3,0.0%,0.0%
r24,0.0%,0.0%
r32,0.0%,0.0%
r16,46.7%,23.3%
r28,100.0%,100.0%
r25,83.3%,83.3%
r23,0.0%,0.0%
r18,30.0%,26.7%
r11,31.1%,31.1%
r27,0.0%,96.0%
r5,32.5%,0.0%
r17,26.7%,23.3%
r19,0.0%,0.0%
r8,73.3%,76.7%
r1,70.0%,70.0%
r30,10.0%,10.0%
r22,7.1%,23.8%
r26,0.0%,40.0%
r9,100.0%,100.0%
r14,6.7%,17.8%
r2,100.0%,37.5%
r20,42.5%,42.5%
r15,73.3%,66.7%
Total,45.9%,44.3%
