List,gaussian_mixture,kmeans
r31,0.0%,66.7%
r7,76.7%,0.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,28.6%,28.6%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,0.0%,0.0%
r13,80.0%,80.0%
r6,0.0%,97.1%
r29,90.4%,90.4%
r3,0.0%,0.0%
r24,7.5%,17.5%
r32,100.0%,0.0%
r16,50.0%,50.0%
r28,71.1%,66.7%
r25,83.3%,83.3%
r23,0.0%,0.0%
r18,30.0%,16.7%
r11,24.4%,26.7%
r27,100.0%,100.0%
r5,0.0%,0.0%
r17,40.0%,40.0%
r19,0.0%,0.0%
r8,66.7%,0.0%
r1,66.7%,26.7%
r30,26.7%,26.7%
r22,2.4%,4.8%
r26,40.0%,40.0%
r9,100.0%,100.0%
r14,17.8%,0.0%
r2,82.5%,50.0%
r20,47.5%,25.0%
r15,0.0%,63.3%
Total,44.2%,38.4%
