List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,0.0%,0.0%
r10,40.0%,0.0%
r21,0.0%,75.0%
r34,20.0%,22.9%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,0.0%,40.0%
r13,65.7%,65.7%
r6,91.4%,91.4%
r29,100.0%,100.0%
r3,0.0%,0.0%
r24,17.5%,12.5%
r32,23.3%,0.0%
r16,50.0%,50.0%
r28,42.2%,42.2%
r25,83.3%,83.3%
r23,0.0%,5.6%
r18,43.3%,43.3%
r11,48.9%,73.3%
r27,96.0%,96.0%
r5,37.5%,47.5%
r17,6.7%,16.7%
r19,0.0%,0.0%
r8,76.7%,0.0%
r1,66.7%,66.7%
r30,0.0%,30.0%
r22,0.0%,0.0%
r26,60.0%,60.0%
r9,0.0%,0.0%
r14,24.4%,22.2%
r2,52.5%,42.5%
r20,0.0%,0.0%
r15,0.0%,0.0%
Total,38.4%,39.2%
