List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,0.0%,23.3%
r10,0.0%,0.0%
r21,75.0%,75.0%
r34,0.0%,22.9%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,10.0%,40.0%
r13,97.1%,97.1%
r6,91.4%,91.4%
r29,94.2%,94.2%
r3,0.0%,0.0%
r24,27.5%,15.0%
r32,96.7%,96.7%
r16,50.0%,43.3%
r28,100.0%,100.0%
r25,83.3%,83.3%
r23,0.0%,0.0%
r18,0.0%,30.0%
r11,55.6%,55.6%
r27,96.0%,96.0%
r5,0.0%,0.0%
r17,36.7%,0.0%
r19,0.0%,0.0%
r8,76.7%,76.7%
r1,86.7%,86.7%
r30,43.3%,43.3%
r22,0.0%,0.0%
r26,60.0%,0.0%
r9,100.0%,100.0%
r14,17.8%,17.8%
r2,22.5%,95.0%
r20,25.0%,0.0%
r15,86.7%,93.3%
Total,49.0%,51.7%
