List,gaussian_mixture,kmeans
r31,33.3%,0.0%
r7,76.7%,76.7%
r10,0.0%,0.0%
r21,75.0%,75.0%
r34,17.1%,20.0%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,6.7%,0.0%
r13,0.0%,97.1%
r6,91.4%,91.4%
r29,100.0%,100.0%
r3,0.0%,0.0%
r24,15.0%,15.0%
r32,96.7%,96.7%
r16,46.7%,43.3%
r28,100.0%,100.0%
r25,83.3%,83.3%
r23,0.0%,0.0%
r18,0.0%,13.3%
r11,31.1%,31.1%
r27,0.0%,0.0%
r5,0.0%,5.0%
r17,13.3%,20.0%
r19,0.0%,0.0%
r8,3.3%,86.7%
r1,66.7%,66.7%
r30,16.7%,23.3%
r22,0.0%,2.4%
r26,0.0%,0.0%
r9,100.0%,0.0%
r14,8.9%,2.2%
r2,95.0%,95.0%
r20,25.0%,0.0%
r15,66.7%,63.3%
Total,41.5%,44.5%
