List,gaussian_mixture,kmeans
r31,0.0%,100.0%
r7,100.0%,100.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,42.9%,42.9%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,20.0%,40.0%
r13,97.1%,97.1%
r6,91.4%,91.4%
r29,94.2%,94.2%
r3,0.0%,0.0%
r24,32.5%,27.5%
r32,100.0%,100.0%
r16,43.3%,43.3%
r28,88.9%,71.1%
r25,83.3%,83.3%
r23,0.0%,0.0%
r18,20.0%,30.0%
r11,26.7%,31.1%
r27,96.0%,0.0%
r5,27.5%,27.5%
r17,0.0%,0.0%
r19,0.0%,0.0%
r8,73.3%,76.7%
r1,3.3%,73.3%
r30,13.3%,6.7%
r22,21.4%,0.0%
r26,0.0%,0.0%
r9,0.0%,0.0%
r14,0.0%,8.9%
r2,57.5%,87.5%
r20,12.5%,60.0%
r15,63.3%,23.3%
Total,45.8%,47.5%
