List,gaussian_mixture,kmeans
r31,0.0%,100.0%
r7,23.3%,23.3%
r10,0.0%,0.0%
r21,75.0%,0.0%
r34,0.0%,20.0%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,0.0%,0.0%
r13,91.4%,91.4%
r6,91.4%,91.4%
r29,90.4%,100.0%
r3,0.0%,0.0%
r24,12.5%,0.0%
r32,100.0%,96.7%
r16,40.0%,20.0%
r28,97.8%,53.3%
r25,83.3%,83.3%
r23,16.7%,0.0%
r18,26.7%,26.7%
r11,31.1%,31.1%
r27,96.0%,96.0%
r5,25.0%,25.0%
r17,0.0%,0.0%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,70.0%,70.0%
r30,0.0%,10.0%
r22,0.0%,0.0%
r26,0.0%,0.0%
r9,100.0%,100.0%
r14,8.9%,4.4%
r2,85.0%,40.0%
r20,7.5%,7.5%
r15,93.3%,93.3%
Total,47.0%,43.0%
