List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,23.3%,23.3%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,0.0%,0.0%
r4,0.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,97.1%,82.9%
r6,91.4%,91.4%
r29,84.6%,90.4%
r3,0.0%,0.0%
r24,30.0%,30.0%
r32,96.7%,96.7%
r16,53.3%,53.3%
r28,95.6%,95.6%
r25,83.3%,83.3%
r23,0.0%,0.0%
r18,3.3%,26.7%
r11,0.0%,31.1%
r27,96.0%,96.0%
r5,0.0%,0.0%
r17,6.7%,0.0%
r19,0.0%,0.0%
r8,60.0%,60.0%
r1,90.0%,86.7%
r30,20.0%,16.7%
r22,4.8%,4.8%
r26,0.0%,0.0%
r9,100.0%,100.0%
r14,13.3%,13.3%
r2,35.0%,35.0%
r20,5.0%,70.0%
r15,90.0%,0.0%
Total,44.0%,45.5%
