List,dec
r31,66.7%
r7,23.3%
r10,20.0%
r21,75.0%
r34,5.7%
r4,0.0%
r33,91.4%
r12,0.0%
r13,0.0%
r6,71.4%
r29,71.2%
r3,0.0%
r24,5.0%
r32,56.7%
r16,3.3%
r28,0.0%
r25,36.7%
r23,0.0%
r18,0.0%
r11,100.0%
r27,0.0%
r5,0.0%
r17,0.0%
r19,0.0%
r8,40.0%
r1,56.7%
r30,13.3%
r22,2.4%
r26,0.0%
r9,81.8%
r14,0.0%
r2,0.0%
r20,20.0%
r15,30.0%
Total,25.9%
