List,dec
text+button,16.7%
popup_with_access,80.0%
text_only,3.3%
open_with,51.1%
text_empty,3.3%
share_with,76.9%
list+on_off,71.4%
advertisement+button,17.5%
image_list,64.4%
popup_date,0.0%
movie,6.7%
menu_list,40.0%
translate_with_sound,0.0%
IME,20.0%
dialer,26.7%
translate,92.0%
image_view,2.5%
location_selection,76.7%
continue_as_name,0.0%
popup_with_full_screen,5.7%
pinpoint_location,76.7%
popup_with_continue_as_name,80.0%
list,2.5%
camera,0.0%
picture,46.7%
popup,50.0%
navigation_menu,8.9%
input_form,3.3%
select_dialog,26.7%
calendar,0.0%
text_image,3.3%
continue_button,4.8%
theme,0.0%
homescreen,0.0%
Total,31.4%
