List,dec
text+button,16.7%
popup_with_access,80.0%
text_only,13.3%
open_with,0.0%
text_empty,10.0%
share_with,94.2%
list+on_off,37.1%
advertisement+button,60.0%
image_list,66.7%
popup_date,0.0%
movie,63.3%
menu_list,2.9%
translate_with_sound,0.0%
IME,0.0%
dialer,6.7%
translate,92.0%
image_view,7.5%
location_selection,0.0%
continue_as_name,75.0%
popup_with_full_screen,8.6%
pinpoint_location,76.7%
popup_with_continue_as_name,74.3%
list,22.5%
camera,0.0%
picture,0.0%
popup,20.0%
navigation_menu,13.3%
input_form,6.7%
select_dialog,56.7%
calendar,3.3%
text_image,16.7%
continue_button,7.1%
theme,0.0%
homescreen,20.0%
Total,30.5%
