List,dec
text+button,5.6%
popup_with_access,0.0%
text_only,0.0%
open_with,0.0%
text_empty,6.7%
share_with,17.3%
list+on_off,94.3%
advertisement+button,0.0%
image_list,62.2%
popup_date,33.3%
movie,3.3%
menu_list,85.7%
translate_with_sound,0.0%
IME,0.0%
dialer,33.3%
translate,0.0%
image_view,7.5%
location_selection,0.0%
continue_as_name,75.0%
popup_with_full_screen,0.0%
pinpoint_location,46.7%
popup_with_continue_as_name,0.0%
list,25.0%
camera,2.5%
picture,0.0%
popup,0.0%
navigation_menu,2.2%
input_form,40.0%
select_dialog,0.0%
calendar,0.0%
text_image,3.3%
continue_button,2.4%
theme,4.5%
homescreen,0.0%
Total,16.1%
