List,dec
c12,10.0%
c13,5.7%
c18,10.0%
c21,13.2%
c6,97.1%
c3,73.3%
c1,16.7%
c23,55.3%
c5,10.0%
c17,16.7%
c11,24.4%
c2,47.5%
c7,0.0%
c16,26.7%
c15,36.7%
c10,60.0%
c20,10.5%
c14,53.3%
c9,22.7%
c19,94.1%
c22,97.3%
c8,86.7%
c4,0.0%
Total,36.6%
